#chr	start	end	geneName;geneId
3	111255925	111389596	CD96;ENSG00000153283
3	111306746	111319289	ZBED2;ENSG00000177494
3	111388522	111570293	PLCXD2;ENSG00000240891
3	111446343	111700363	PHLDB2;ENSG00000144824
3	111692856	111717209	ABHD10;ENSG00000144827
3	111712510	111737733	TAGLN3;ENSG00000144834
3	111748689	111805115	TMPRSS7;ENSG00000176040
3	111800181	111854850	C3orf52;ENSG00000114529
3	111834687	111857151	GCSAM;ENSG00000174500
3	111854733	112018104	SLC9C1;ENSG00000172139
3	112046914	112086658	CD200;ENSG00000091972
3	112177814	112223407	BTLA;ENSG00000186265
3	112246355	112285892	ATG3;ENSG00000144848
3	112275555	112309423	SLC35A5;ENSG00000138459
3	112318406	112373376	CCDC80;ENSG00000091986
3	112529555	112570702	CD200R1L;ENSG00000206531
3	112635055	112698968	CD200R1;ENSG00000163606
3	112704764	112738906	GTPBP8;ENSG00000163607
3	112716286	112743707	C3orf17;ENSG00000163608
3	112924849	113011302	BOC;ENSG00000144857
3	113000776	113165456	WDR52;ENSG00000206530
3	113156564	113239033	SPICE1;ENSG00000163611
3	113246142	113353424	SIDT1;ENSG00000072858
3	113362231	113420492	KIAA2018;ENSG00000176542
3	113432840	113470146	NAA50;ENSG00000121579
3	113460865	113535902	ATP6V1A;ENSG00000114573
3	113542028	113671020	GRAMD1C;ENSG00000178075
3	113661747	113689247	ZDHHC23;ENSG00000184307
3	113677983	113780459	KIAA1407;ENSG00000163617
3	113719679	113812268	QTRTD1;ENSG00000151576
3	113842498	113923253	DRD3;ENSG00000151577
3	113948482	113961424	ZNF80;ENSG00000174255
3	113990759	114034134	TIGIT;ENSG00000181847
3	114051940	114871117	ZBTB20;ENSG00000181722
3	115337170	115445336	GAP43;ENSG00000172020
3	115523640	117721094	LSAMP;ENSG00000185565
3	118614403	118869914	IGSF11;ENSG00000144847
3	118859996	118883888	C3orf30;ENSG00000163424
3	118861221	118911653	RP11-484M3.5;ENSG00000251012
3	118887363	118928999	UPK1B;ENSG00000114638
3	118925578	118964949	B4GALT4;ENSG00000121578
3	119008219	119144560	ARHGAP31;ENSG00000031081
3	119143346	119192676	TMEM39A;ENSG00000176142
3	119182784	119218554	POGLUT1;ENSG00000163389
3	119212378	119248936	TIMMDC1;ENSG00000113845
3	119238139	119283448	CD80;ENSG00000121594
3	119293114	119313791	ADPRH;ENSG00000144843
3	119311688	119353657	PLA1A;ENSG00000144837
3	119350303	119389170	POPDC2;ENSG00000121577
3	119368359	119401300	COX17;ENSG00000138495
3	119416868	119490948	C3orf15;ENSG00000183833
3	119494330	119542331	NR1I2;ENSG00000144852
3	119535169	119818263	GSK3B;ENSG00000082701
3	119878491	120008940	GPR156;ENSG00000175697
3	120038355	120073185	LRRC58;ENSG00000163428
3	120106139	120175099	FSTL1;ENSG00000163430
3	120310155	120326346	NDUFB4;ENSG00000065518
3	120342019	120406417	HGD;ENSG00000113924
3	120400527	120466839	RABL3;ENSG00000144840
3	120456483	120506915	GTF2E1;ENSG00000153767
3	120621918	121148607	STXBP5L;ENSG00000145087
3	121145277	121269852	POLQ;ENSG00000051341
3	121284550	121310480	ARGFX;ENSG00000186103
3	121306965	121354138	FBXO40;ENSG00000163833
3	121345245	121384773	HCLS1;ENSG00000180353
3	121377045	121473601	GOLGB1;ENSG00000173230
3	121483609	121558925	IQCB1;ENSG00000173226
3	121549029	121610372	EAF2;ENSG00000145088
3	121607935	121667948	SLC15A2;ENSG00000163406
3	121701169	121746050	ILDR1;ENSG00000145103
3	121769212	121844982	CD86;ENSG00000114013
3	121897529	122010341	CASR;ENSG00000036828
3	122039090	122065818	CSTA;ENSG00000121552
3	122073437	122107077	CCDC58;ENSG00000160124
3	122098022	122136180	FAM162A;ENSG00000114023
3	122125714	122139881	WDR5B;ENSG00000196981
3	122135795	122238791	KPNA1;ENSG00000114030
3	122241805	122288423	PARP9;ENSG00000138496
3	122278084	122299049	DTX3L;ENSG00000163840
3	122291448	122362893	PARP15;ENSG00000173200
3	122394464	122454686	PARP14;ENSG00000173193
3	122453845	122517670	HSPBAP1;ENSG00000169087
3	122508641	122604985	DIRC2;ENSG00000138463
3	122623040	122752451	SEMA5B;ENSG00000082684
3	122780908	122949073	PDIA5;ENSG00000065485
3	122915773	122997976	SEC22A;ENSG00000121542
3	122996142	123173604	ADCY5;ENSG00000173175
3	123204666	123309031	PTPLB;ENSG00000206527
3	123323895	123608177	MYLK;ENSG00000065534
3	123611151	123685563	CCDC14;ENSG00000175455
3	123682367	123716024	ROPN1;ENSG00000065371
3	123793869	124445035	KALRN;ENSG00000160145
3	124444212	124469039	UMPS;ENSG00000114491
3	124475794	124611673	ITGB5;ENSG00000082781
3	124619288	124677662	MUC13;ENSG00000173702
3	124679553	124779801	HEG1;ENSG00000173706
3	124796479	125003020	SLC12A8;ENSG00000221955
3	124939404	125099197	ZNF148;ENSG00000163848
3	125160494	125244040	SNX4;ENSG00000114520
3	125242701	125318933	OSBPL11;ENSG00000144909
3	125643117	125660881	ALG1L;ENSG00000189366
3	125682986	125707296	ROPN1B;ENSG00000114547
3	125720197	125825403	SLC41A3;ENSG00000114544
3	125817411	125921836	ALDH1L1;ENSG00000144908
3	126056477	126081284	KLF15;ENSG00000163884
3	126108781	126160398	CCDC37;ENSG00000163885
3	126151443	126199761	ZXDC;ENSG00000070476
3	126195123	126241615	UROC1;ENSG00000159650
3	126238125	126267133	CHST13;ENSG00000180767
3	126240841	126282807	C3orf22;ENSG00000180697
3	126285621	126378997	TXNRD3;ENSG00000197763
3	126285624	126332397	TXNRD3NB;ENSG00000206483
3	126418062	126684248	CHCHD6;ENSG00000159685
3	126702436	126761234	PLXNA1;ENSG00000114554
3	126906973	126922024	C3orf56;ENSG00000214324
3	127286911	127322093	TPRA1;ENSG00000163870
3	127312065	127346275	MCM2;ENSG00000073111
3	127343023	127396651	PODXL2;ENSG00000114631
3	127386777	127404767	ABTB1;ENSG00000114626
3	127402908	127547050	MGLL;ENSG00000074416
3	127629074	127711513	KBTBD12;ENSG00000187715
3	127765483	127795525	SEC61A1;ENSG00000058262
3	127778620	127877756	RUVBL1;ENSG00000175792
3	127867296	128132484	EEFSEC;ENSG00000132394
3	128176281	128191090	DNAJB8;ENSG00000179407
3	128193269	128217027	GATA2;ENSG00000179348
3	128285842	128299928	C3orf27;ENSG00000198685
3	128333816	128404917	RPN1;ENSG00000163902
3	128439964	128538638	RAB7A;ENSG00000075785
3	128593438	128639909	ACAD9;ENSG00000177646
3	128623708	128726532	KIAA1257;ENSG00000114656
3	128623716	128695172	RP11-723O4.6;ENSG00000187695
3	128715471	128764584	CCDC48;ENSG00000114654
3	128774609	128786248	GP9;ENSG00000169704
3	128801411	128846643	RAB43;ENSG00000172780
3	128801417	128884878	ISY1-RAB43;ENSG00000261796
3	128841257	128885135	ISY1;ENSG00000240682
3	128883326	128907764	CNBP;ENSG00000169714
3	128963448	129001613	COPG1;ENSG00000181789
3	128992670	129029145	C3orf37;ENSG00000183624
3	129028614	129040119	H1FX;ENSG00000184897
3	129115163	129152493	EFCAB12;ENSG00000172771
3	129144786	129163877	MBD4;ENSG00000129071
3	129153967	129244197	IFT122;ENSG00000163913
3	129242482	129259011	RHO;ENSG00000163914
3	129257056	129275309	H1FOO;ENSG00000178804
3	129269017	129330660	PLXND1;ENSG00000004399
3	129361634	129617418	TMCC1;ENSG00000172765
3	129688147	129701780	TRH;ENSG00000170893
3	130059358	130208687	COL6A5;ENSG00000172752
3	130274177	130401998	COL6A6;ENSG00000206384
3	130392778	130470672	PIK3R4;ENSG00000196455
3	130564438	130740555	ATP2C1;ENSG00000017260
3	130727718	130751492	ASTE1;ENSG00000034533
3	130740693	131074308	NEK11;ENSG00000114670
3	131095514	131112673	NUDT16;ENSG00000198585
3	131176067	131226826	MRPL3;ENSG00000114686
3	131247398	132009253	CPNE4;ENSG00000196353
3	132031210	132092141	ACPP;ENSG00000014257
3	132131369	132262875	DNAJC13;ENSG00000138246
3	132271981	132384566	ACAD11;ENSG00000240303
3	132271985	132446302	NPHP3;ENSG00000113971
3	132311080	132342810	CCRL1;ENSG00000129048
3	132368289	132401940	UBA5;ENSG00000081307
3	132752234	133121635	TMEM108;ENSG00000144868
3	133113838	133199065	BFSP2;ENSG00000170819
3	133287573	133314104	CDV3;ENSG00000091527
3	133312018	133385736	TOPBP1;ENSG00000163781
3	133459799	133502849	TF;ENSG00000091513
3	133497876	133549615	SRPRB;ENSG00000144867
3	133538082	133619679	RAB6B;ENSG00000154917
3	133641991	133653655	C3orf36;ENSG00000221972
3	133646539	133776027	SLCO2A1;ENSG00000174640
3	133789022	133974688	RYK;ENSG00000163785
3	134069715	134099320	AMOTL2;ENSG00000114019
3	134191547	134210557	ANAPC13;ENSG00000129055
3	134199584	134298858	CEP63;ENSG00000182923
3	134311642	134984308	EPHB1;ENSG00000154928
3	134316979	134375477	KY;ENSG00000174611
3	135679514	135871732	PPP2R3A;ENSG00000073711
3	135862763	135921082	MSL2;ENSG00000174579
3	135964147	136061737	PCCB;ENSG00000114054
3	136050076	136476219	STAG1;ENSG00000118007
3	136532488	136579733	SLC35G2;ENSG00000168917
3	136576049	136673664	NCK1;ENSG00000158092
3	136660071	136734926	IL20RB;ENSG00000174564
3	137478578	137489395	SOX14;ENSG00000168875
3	137712576	137757493	CLDN18;ENSG00000066405
3	137775831	137839659	DZIP1L;ENSG00000158163
3	137837559	137856228	A4GNT;ENSG00000118017
3	137874853	137898790	DBR1;ENSG00000138231
3	137901108	138022230	ARMC8;ENSG00000114098
3	137975278	138053727	NME9;ENSG00000181322
3	138061538	138129374	MRAS;ENSG00000158186
3	138148427	138205527	ESYT3;ENSG00000158220
3	138208185	138318379	CEP70;ENSG00000114107
3	138322447	138357217	FAIM;ENSG00000158234
3	138367859	138558779	PIK3CB;ENSG00000051382
3	138658065	138670981	FOXL2;ENSG00000183770
3	138661075	138677292	C3orf72;ENSG00000206262
3	138717803	138730109	PRR23A;ENSG00000206260
3	138719647	139081064	MRPS22;ENSG00000175110
3	138732872	138744767	PRR23B;ENSG00000184814
3	138755943	138768733	PRR23C;ENSG00000233701
3	139069441	139113573	COPB2;ENSG00000184432
3	139166725	139204588	RBP2;ENSG00000114113
3	139231275	139263670	RBP1;ENSG00000114115
3	139274021	139401858	NMNAT3;ENSG00000163864
3	139649026	140291918	CLSTN2;ENSG00000158258
3	140391880	140424991	TRIM42;ENSG00000155890
3	140655671	140703774	SLC25A36;ENSG00000114120
3	140765243	140872452	SPSB4;ENSG00000175093
3	140942567	141018747	ACPL2;ENSG00000155893
3	141038054	141173633	ZBTB38;ENSG00000177311
3	141200888	141339183	RASA2;ENSG00000155903
3	141452045	141471401	RNF7;ENSG00000114125
3	141491989	141542331	GRK7;ENSG00000114124
3	141589965	141650355	ATP1B3;ENSG00000069849
3	141658276	141873385	TFDP2;ENSG00000114126
3	141877413	141949448	GK5;ENSG00000175066
3	142020448	142171903	XRN1;ENSG00000114127
3	142163076	142302667	ATR;ENSG00000175054
3	142310228	142437505	PLS1;ENSG00000120756
3	142437915	142531729	TRPC1;ENSG00000144935
3	142529763	142613044	PCOLCE2;ENSG00000163710
3	142663005	142687177	PAQR9;ENSG00000188582
3	142715009	142784566	U2SURP;ENSG00000163714
3	142833172	142846799	CHST2;ENSG00000175040
3	142979063	143572372	SLC9A9;ENSG00000181804
3	143685639	143772560	C3orf58;ENSG00000181744
3	145777357	145789155	AC107021.1;ENSG00000232013
3	145782226	145886439	PLOD2;ENSG00000152952
3	145905125	145973965	PLSCR4;ENSG00000114698
3	146104207	146218777	PLSCR2;ENSG00000163746
3	146227966	146267650	PLSCR1;ENSG00000188313
3	146289341	146329002	PLSCR5;ENSG00000231213
3	147098832	147129646	ZIC4;ENSG00000174963
3	147106208	147233079	ZIC1;ENSG00000152977
3	148410570	148465794	AGTR1;ENSG00000144891
3	148503888	148582973	CPB1;ENSG00000153002
3	148578042	148619982	CPA3;ENSG00000163751
3	148704127	148750418	GYG1;ENSG00000163754
3	148742913	148809340	HLTF;ENSG00000071794
3	148842370	148896518	HPS3;ENSG00000163755
3	148875196	148944841	CP;ENSG00000047457
3	149031284	149057200	TM4SF18;ENSG00000163762
3	149081808	149100651	TM4SF1;ENSG00000169908
3	149186760	149226067	TM4SF4;ENSG00000169903
3	149230021	149459500	WWTR1;ENSG00000018408
3	149451256	149475285	COMMD2;ENSG00000114744
3	149473891	149691171	ANKUB1;ENSG00000206199
3	149525494	149684925	RNF13;ENSG00000082996
3	149677690	149773574	PFN2;ENSG00000070087
3	150121121	150182902	TSC22D2;ENSG00000196428
3	150254780	150326014	SERP1;ENSG00000120742
3	150259464	150307028	EIF2A;ENSG00000144895
3	150315661	150353221	RP11-392O18.1;ENSG00000198843
3	150372671	150426757	FAM194A;ENSG00000163645
3	150453913	150486263	SIAH2;ENSG00000181788
3	150583831	150617088	FAM188B2;ENSG00000214237
3	150638949	150695785	CLRN1;ENSG00000163646
3	150798483	151159859	MED12L;ENSG00000144893
3	150910618	150925987	GPR171;ENSG00000174946
3	150924904	151001254	P2RY14;ENSG00000174944
3	151006890	151039739	GPR87;ENSG00000138271
3	151039099	151052335	P2RY13;ENSG00000181631
3	151050167	151107599	P2RY12;ENSG00000169313
3	151138171	151181496	IGSF10;ENSG00000152580
3	151446703	151484126	AADACL2;ENSG00000197953
3	151526824	151551271	AADAC;ENSG00000114771
3	151586430	151604664	SUCNR1;ENSG00000198829
3	151956616	152188568	MBNL1;ENSG00000152601
3	151980972	151992334	AC106722.1;ENSG00000229619
3	152052483	152063778	TMEM14E;ENSG00000221962
3	152547735	152560840	P2RY1;ENSG00000169860
3	152875028	152891264	RAP2B;ENSG00000181467
3	153197283	153225485	C3orf79;ENSG00000237787
3	153833791	153980615	ARHGEF26;ENSG00000114790
3	153985334	154047285	DHX36;ENSG00000174953
3	154050460	154152503	GPR149;ENSG00000174948
3	154736912	154906496	MME;ENSG00000196549
3	155088368	155467855	PLCH1;ENSG00000114805
3	155454932	155466514	AC104472.1;ENSG00000214919
3	155475400	155529139	C3orf33;ENSG00000174928
3	155539304	155577217	SLC33A1;ENSG00000169359
3	155583324	155663456	GMPS;ENSG00000163655
3	155750489	156261544	KCNAB1;ENSG00000169282
3	156252928	156277972	SSR3;ENSG00000114850
3	156386023	156429558	TIPARP;ENSG00000163659
3	156538269	156702346	RP11-6F2.7;ENSG00000197980
3	156539095	156768917	LEKR1;ENSG00000178110
3	156859296	156883548	CCNL1;ENSG00000163660
3	156972530	157256407	VEPH1;ENSG00000197415
3	157149577	157166416	PTX3;ENSG00000163661
3	157256034	157400537	C3orf55;ENSG00000174899
3	157808742	157829291	SHOX2;ENSG00000168779
3	157810815	157828812	AC112502.1;ENSG00000258518
3	157818643	158268518	RSRC1;ENSG00000174891
3	158283951	158330040	MLF1;ENSG00000178053
3	158357066	158415363	GFM1;ENSG00000168827
3	158358610	158395481	LXN;ENSG00000079257
3	158409680	158455484	RARRES1;ENSG00000118849
3	158444986	158552507	MFSD1;ENSG00000118855
3	158675023	159620154	IQCJ-SCHIP1;ENSG00000250588
3	158675716	158989095	IQCJ;ENSG00000214216
3	159552649	159620148	SCHIP1;ENSG00000151967
3	159701536	159718805	IL12A;ENSG00000168811
3	159728810	159754209	CTD-2049J23.3;ENSG00000242107
3	159938422	159950998	C3orf80;ENSG00000180044
3	159969773	160122667	IFT80;ENSG00000068885
3	160112061	160157749	SMC4;ENSG00000113810
3	160145232	160208560	TRIM59;ENSG00000213186
3	160207782	160288375	KPNA4;ENSG00000186432
3	160389947	160401232	ARL14;ENSG00000179674
3	160468389	160801694	PPM1L;ENSG00000163590
3	160796670	160828171	B3GALNT1;ENSG00000169255
3	160817483	160976319	NMD3;ENSG00000169251
3	161057579	161095667	SPTSSB;ENSG00000196542
3	161209595	161226729	OTOL1;ENSG00000182447
3	164691685	164801282	SI;ENSG00000090402
3	164899507	164919896	SLITRK3;ENSG00000121871
3	165485691	165560259	BCHE;ENSG00000114200
3	166953074	167104133	ZBBX;ENSG00000169064
3	167154576	167201791	SERPINI2;ENSG00000114204
3	167191471	167376770	WDR49;ENSG00000174776
3	167396085	167457726	PDCD10;ENSG00000114209
3	167448030	167548355	SERPINI1;ENSG00000163536
3	167721464	167818762	GOLIM4;ENSG00000173905
3	168796286	169386405	MECOM;ENSG00000085276
3	169479712	169492682	ACTRT3;ENSG00000184378
3	169485852	169512503	MYNN;ENSG00000085274
3	169506215	169535773	LRRC34;ENSG00000171757
3	169534709	169560562	LRRIQ4;ENSG00000188306
3	169551966	169592717	LRRC31;ENSG00000114248
3	169624359	169661962	SAMD7;ENSG00000187033
3	169679422	169721160	SEC62;ENSG00000008952
3	169750716	169808190	GPR160;ENSG00000173890
3	169799519	169904536	PHC3;ENSG00000173889
3	169935152	170028768	PRKCI;ENSG00000163558
3	170070465	170119622	SKIL;ENSG00000136603
3	170131652	170583168	CLDN11;ENSG00000013297
3	170177352	170308862	SLC7A14;ENSG00000013293
3	170577663	170593271	RPL22L1;ENSG00000163584
3	170601203	170631481	EIF5A2;ENSG00000163577
3	170709136	170749538	SLC2A2;ENSG00000163581
3	170774127	171183196	TNIK;ENSG00000154310
3	171313194	171533739	PLD1;ENSG00000075651
3	171504579	171532713	AC078953.1;ENSG00000183657
3	171556138	171661504	TMEM212;ENSG00000186329
3	171752417	172124454	FNDC3B;ENSG00000075420
3	172029217	172044512	AC092964.1;ENSG00000203443
3	172157922	172171245	GHSR;ENSG00000121853
3	172218297	172246296	TNFSF10;ENSG00000121858
3	172343038	172434007	NCEH1;ENSG00000144959
3	172463471	172544263	ECT2;ENSG00000114346
3	172602147	172864057	SPATA16;ENSG00000144962
3	173109073	174009433	NLGN1;ENSG00000169760
3	174151362	175528427	NAALADL2;ENSG00000177694
3	176732142	176920260	TBL1XR1;ENSG00000177565
3	177985719	178567216	KCNMB2;ENSG00000197584
3	178730010	178795066	ZMAT3;ENSG00000172667
3	178860901	178962880	PIK3CA;ENSG00000121879
3	178952529	178989789	KCNMB3;ENSG00000171121
3	179035778	179058322	ZNF639;ENSG00000121864
3	179060479	179117718	MFN1;ENSG00000171109
3	179111989	179174377	GNB4;ENSG00000114450
3	179275667	179311195	ACTL6A;ENSG00000136518
3	179301072	179327441	MRPL47;ENSG00000136522
3	179317477	179350434	NDUFB5;ENSG00000136521
3	179365542	179512188	USP13;ENSG00000058056
3	179507745	179759840	PEX5L;ENSG00000114757
3	180314917	180340615	TTC14;ENSG00000163728
3	180315645	180593792	CCDC39;ENSG00000145075
3	180580928	180699949	FXR1;ENSG00000114416
3	180696496	180712561	DNAJC19;ENSG00000205981
3	181424713	181437220	SOX2;ENSG00000181449
3	182506287	182644422	ATP11B;ENSG00000058063
3	182650861	182708740	DCUN1D1;ENSG00000043093
3	182728005	182838862	MCCC1;ENSG00000078070
3	182835000	182886626	LAMP3;ENSG00000078081
3	182890830	183151565	MCF2L2;ENSG00000053524
3	182966031	183021291	B3GNT5;ENSG00000176597
3	183200318	183278476	KLHL6;ENSG00000172578
3	183348355	183403732	KLHL24;ENSG00000114796
3	183410605	183535412	YEATS2;ENSG00000163872
3	183528663	183548381	MAP6D1;ENSG00000180834
3	183542172	183607720	PARL;ENSG00000175193
3	183632721	183740802	ABCC5;ENSG00000114770
3	183744331	183762156	HTR3D;ENSG00000186090
3	183765834	183783458	HTR3C;ENSG00000178084
3	183809851	183829782	HTR3E;ENSG00000186038
3	183847825	184407545	EIF2B5;ENSG00000145191
3	183868175	183896397	DVL3;ENSG00000161202
3	183887476	183906878	AP2M1;ENSG00000161203
3	183898810	183916799	ABCF3;ENSG00000161204
3	183943216	183965116	VWA5B2;ENSG00000145198
3	183955088	183972335	ALG3;ENSG00000214160
3	183962437	184015818	ECE2;ENSG00000145194
3	183972000	183984250	CAMK2N2;ENSG00000163888
3	184011496	184031841	PSMD2;ENSG00000175166
3	184027282	184058145	EIF4G1;ENSG00000114867
3	184048713	184069062	FAM131A;ENSG00000175182
3	184058972	184084438	CLCN2;ENSG00000114859
3	184074505	184091383	POLR2H;ENSG00000163882
3	184084722	184100931	THPO;ENSG00000090534
3	184092860	184113523	CHRD;ENSG00000090539
3	184114324	184162435	RP11-433C9.2;ENSG00000224153
3	184274571	184305196	EPHB3;ENSG00000182580
3	184423155	184434835	MAGEF1;ENSG00000177383
3	184524930	184775401	VPS8;ENSG00000156931
3	184790837	184875801	C3orf70;ENSG00000187068
3	184903411	185004777	EHHADH;ENSG00000113790
3	184995728	185211884	MAP3K13;ENSG00000073803
3	185189283	185221844	TMEM41A;ENSG00000163900
3	185219049	185275400	LIPH;ENSG00000163898
3	185295283	185356338	SENP2;ENSG00000163904
3	185356526	185547843	IGF2BP2;ENSG00000073792
3	185425315	185452574	C3orf65;ENSG00000163915
3	185628693	185660923	TRA2B;ENSG00000136527
3	185759096	185833106	ETV5;ENSG00000244405
3	185818456	186085025	DGKG;ENSG00000058866
3	186251229	186269490	CRYGS;ENSG00000213139
3	186258861	186293331	TBCCD1;ENSG00000113838
3	186280191	186320060	DNAJB11;ENSG00000090520
3	186325711	186344106	AHSG;ENSG00000145192
3	186348757	186375929	FETUB;ENSG00000090512
3	186373004	186401028	HRG;ENSG00000113905
3	186430064	186466742	KNG1;ENSG00000113889
3	186495993	186512688	EIF4A2;ENSG00000156976
3	186502668	186529846	RFC4;ENSG00000163918
3	186555462	186581251	ADIPOQ;ENSG00000181092
3	186643273	186801340	ST6GAL1;ENSG00000073849
3	186833735	186903695	RPL39L;ENSG00000163923
3	186910273	186924252	RTP1;ENSG00000175077
3	186930941	187014809	MASP1;ENSG00000127241
3	187081119	187094863	RTP4;ENSG00000136514
3	187381693	187393186	SST;ENSG00000157005
3	187411046	187425344	RTP2;ENSG00000198471
3	187415100	187456636	RP11-211G3.3;ENSG00000228804
3	187434164	187468514	BCL6;ENSG00000113916
3	187866071	188613459	LPP;ENSG00000145012
3	187891330	187903597	AC022498.1;ENSG00000213132
3	188660002	189048092	TPRG1;ENSG00000188001
3	189344204	189620067	TP63;ENSG00000073282
3	189669516	189845225	LEPREL1;ENSG00000090530
3	190018489	190045263	CLDN1;ENSG00000163347
3	190035329	190134931	CLDN16;ENSG00000113946
3	190141443	190172664	TMEM207;ENSG00000198398
3	190226839	190380842	IL1RAP;ENSG00000196083
3	190565665	190615217	GMNC;ENSG00000205835
3	190912029	190988403	OSTN;ENSG00000188729
3	190979956	191053324	UTS2D;ENSG00000188958
3	191041865	191121458	CCDC50;ENSG00000152492
3	191173951	191184244	PYDC2;ENSG00000253548
3	191854683	192490552	FGF12;ENSG00000114279
3	192509603	192640949	MB21D2;ENSG00000180611
3	192953913	193000526	HRASLS;ENSG00000127252
3	192987578	193101631	ATP13A5;ENSG00000187527
3	193114865	193315899	ATP13A4;ENSG00000127249
3	193305932	193420611	OPA1;ENSG00000198836
3	193848933	193861520	HES1;ENSG00000114315
3	194055493	194077056	CPN2;ENSG00000178772
3	194070975	194095471	LRRC15;ENSG00000172061
3	194110549	194124994	GP5;ENSG00000178732
3	194118400	194224092	ATP13A3;ENSG00000133657
3	194303401	194359417	TMEM44;ENSG00000145014
3	194356516	194398205	LSG1;ENSG00000041802
3	194401621	194414761	FAM43A;ENSG00000185112
3	194784007	194996895	XXYLT1;ENSG00000173950
3	194990464	195168806	ACAP2;ENSG00000114331
3	195236220	195275208	PPP1R2;ENSG00000184203
3	195290572	195316075	APOD;ENSG00000189058
3	195338315	195472993	MUC20;ENSG00000176945
3	195468635	195544147	MUC4;ENSG00000145113
3	195585234	195643815	TNK2;ENSG00000061938
3	195749053	195814059	TFRC;ENSG00000072274
3	195919319	195943307	ZDHHC19;ENSG00000163958
3	195933357	195975048	SLC51A;ENSG00000163959
3	195936092	196019827	PCYT1A;ENSG00000161217
3	195970100	196050169	TCTEX1D2;ENSG00000213123
3	196037952	196070373	TM4SF19;ENSG00000145107
3	196069532	196164344	UBXN7;ENSG00000163960
3	196190653	196235638	RNF168;ENSG00000163961
3	196228747	196247236	C3orf43;ENSG00000214097
3	196276055	196300544	WDR53;ENSG00000185798
3	196290481	196320929	FBXO45;ENSG00000174013
3	196361556	196393874	LRRC33;ENSG00000174004
3	196361645	196467877	PIGX;ENSG00000163964
3	196428147	196444163	CEP19;ENSG00000174007
3	196461727	196564517	PAK2;ENSG00000180370
3	196589726	196666584	SENP5;ENSG00000119231
3	196657272	196674467	NCBP2;ENSG00000114503
3	196668213	196700930	PIGZ;ENSG00000119227
3	196710491	196761686	MFI2;ENSG00000163975
3	196764430	197031170	DLG1;ENSG00000075711
3	197231653	197305193	BDH1;ENSG00000161267
3	197393263	197481597	KIAA0226;ENSG00000145016
3	197459049	197516316	FYTTD1;ENSG00000122068
3	197513096	197620306	LRCH3;ENSG00000186001
3	197610945	197692012	IQCG;ENSG00000114473
3	197671857	197688480	RPL35A;ENSG00000182899
3	197682070	197775590	LMLN;ENSG00000185621
3	197874236	197901722	FAM157A;ENSG00000236438
4	48178	93098	ZNF595;ENSG00000197701
4	259463	304109	ZNF732;ENSG00000186777
4	326602	383652	ZNF141;ENSG00000131127
4	414603	497944	ZNF721;ENSG00000182903
4	487988	538984	PIGG;ENSG00000174227
4	614372	669570	PDE6B;ENSG00000133256
4	661224	673126	ATP5I;ENSG00000169020
4	662368	680821	MYL5;ENSG00000215375
4	670617	688229	MFSD7;ENSG00000169026
4	694536	769427	PCGF3;ENSG00000185619
4	773744	824985	CPLX1;ENSG00000168993
4	838063	931160	GAK;ENSG00000178950
4	921174	957443	TMEM175;ENSG00000127419
4	947674	985682	DGKQ;ENSG00000145214
4	967860	992227	SLC26A1;ENSG00000145217
4	975784	1003315	IDUA;ENSG00000127415
4	998723	1025684	FGFRL1;ENSG00000127418
4	1045037	1112349	RNF212;ENSG00000178222
4	1155719	1207749	SPON2;ENSG00000159674
4	1184608	1200203	AC092535.1;ENSG00000181877
4	1200235	1248740	CTBP1;ENSG00000159692
4	1278638	1338934	MAEA;ENSG00000090316
4	1336053	1386836	UVSSA;ENSG00000163945
4	1380339	1394779	CRIPAK;ENSG00000179979
4	1391719	1405118	NKX1-1;ENSG00000235608
4	1614641	1691028	FAM53A;ENSG00000174137
4	1689526	1719281	SLBP;ENSG00000163950
4	1712678	1728084	TMEM129;ENSG00000168936
4	1718226	1751897	TACC3;ENSG00000013810
4	1790033	1815598	FGFR3;ENSG00000068078
4	1808205	1862973	LETM1;ENSG00000168924
4	1868150	1988933	WHSC1;ENSG00000109685
4	1979440	2048629	WHSC2;ENSG00000185049
4	2038688	2050696	C4orf48;ENSG00000243449
4	2056238	2075815	NAT8L;ENSG00000185818
4	2068644	2248847	POLN;ENSG00000130997
4	2224190	2248890	HAUS3;ENSG00000214367
4	2244158	2269020	MXD4;ENSG00000123933
4	2266308	2425389	ZFYVE28;ENSG00000159733
4	2446699	2469667	RP11-503N18.3;ENSG00000249428
4	2458946	2632046	RNF4;ENSG00000063978
4	2621987	2739291	FAM193A;ENSG00000125386
4	2738374	2763102	TNIP2;ENSG00000168884
4	2789749	2847824	SH3BP2;ENSG00000087266
4	2840583	2936802	ADD1;ENSG00000087274
4	2927287	2941585	MFSD10;ENSG00000109736
4	2934659	2970111	NOP14;ENSG00000087269
4	2960334	3047473	GRK4;ENSG00000125388
4	3071407	3250675	HTT;ENSG00000197386
4	3241095	3278464	MSANTD1;ENSG00000188981
4	3289754	3446639	RGS12;ENSG00000159788
4	3438613	3456210	HGFAC;ENSG00000109758
4	3460032	3508199	DOK7;ENSG00000175920
4	3503102	3539285	LRPAP1;ENSG00000163956
4	3573595	3597711	RP3-368B9.1;ENSG00000216560
4	3763074	3775250	ADRA2C;ENSG00000184160
4	4185529	4233615	OTOP1;ENSG00000163982
